 0.313320E+04 0.312864E+04 0.313204E+04 0.313395E+04 0.313445E+04 0.313454E+04
 0.313292E+04 0.313373E+04 0.313379E+04 0.313248E+04 0.313267E+04 0.313282E+04
 0.313282E+04 0.313514E+04 0.314001E+04 0.314473E+04 0.314920E+04 0.315254E+04
 0.315164E+04 0.314864E+04 0.314820E+04 0.314948E+04 0.315020E+04 0.315170E+04
 0.315339E+04 0.315401E+04 0.315320E+04 0.315048E+04 0.314892E+04 0.314864E+04
 0.314732E+04 0.314710E+04 0.314876E+04 0.314992E+04 0.315039E+04 0.315132E+04
 0.315204E+04 0.315295E+04 0.315435E+04 0.315476E+04 0.315482E+04 0.315426E+04
 0.315301E+04 0.315207E+04 0.315123E+04 0.315110E+04 0.315120E+04 0.315135E+04
 0.315179E+04 0.315182E+04 0.315170E+04 0.315098E+04 0.315004E+04 0.314929E+04
 0.314832E+04 0.314767E+04 0.314751E+04 0.314801E+04 0.314873E+04 0.314985E+04
 0.315057E+04 0.315064E+04 0.315139E+04 0.315120E+04 0.315020E+04 0.315017E+04
 0.315020E+04 0.314885E+04 0.314648E+04 0.314482E+04 0.314329E+04 0.314226E+04
 0.314254E+04 0.314270E+04 0.314404E+04 0.314598E+04 0.314845E+04 0.315235E+04
 0.315420E+04 0.315373E+04 0.315167E+04 0.314792E+04 0.314379E+04 0.313932E+04
 0.313576E+04 0.313320E+04 0.313292E+04 0.313532E+04 0.313470E+04 0.313279E+04
 0.313248E+04 0.313045E+04 0.312970E+04 0.313067E+04 0.313073E+04 0.313270E+04
 0.313367E+04 0.313154E+04 0.313051E+04 0.312945E+04 0.312701E+04 0.312607E+04
 0.312714E+04 0.312876E+04 0.313035E+04 0.313164E+04 0.313254E+04 0.313470E+04
 0.313854E+04 0.313414E+04 0.313523E+04 0.313654E+04 0.313685E+04 0.313679E+04
 0.313473E+04 0.313548E+04 0.313585E+04 0.313464E+04 0.313482E+04 0.313454E+04
 0.313526E+04 0.313817E+04 0.314198E+04 0.314714E+04 0.315235E+04 0.315535E+04
 0.315507E+04 0.315298E+04 0.315264E+04 0.315367E+04 0.315442E+04 0.315614E+04
 0.315751E+04 0.315773E+04 0.315739E+04 0.315520E+04 0.315304E+04 0.315223E+04
 0.315085E+04 0.314970E+04 0.315017E+04 0.315101E+04 0.315157E+04 0.315295E+04
 0.315451E+04 0.315592E+04 0.315710E+04 0.315720E+04 0.315701E+04 0.315604E+04
 0.315470E+04 0.315417E+04 0.315351E+04 0.315351E+04 0.315389E+04 0.315379E+04
 0.315439E+04 0.315473E+04 0.315426E+04 0.315335E+04 0.315185E+04 0.315039E+04
 0.314932E+04 0.314832E+04 0.314804E+04 0.314885E+04 0.314976E+04 0.315098E+04
 0.315207E+04 0.315264E+04 0.315339E+04 0.315379E+04 0.315360E+04 0.315332E+04
 0.315264E+04 0.315110E+04 0.314857E+04 0.314629E+04 0.314454E+04 0.314332E+04
 0.314276E+04 0.314289E+04 0.314445E+04 0.314664E+04 0.315035E+04 0.315554E+04
 0.315835E+04 0.315842E+04 0.315654E+04 0.315301E+04 0.314801E+04 0.314210E+04
 0.313779E+04 0.313451E+04 0.313332E+04 0.313507E+04 0.313470E+04 0.313289E+04
 0.313204E+04 0.313017E+04 0.312973E+04 0.313085E+04 0.313126E+04 0.313326E+04
 0.313542E+04 0.313520E+04 0.313485E+04 0.313414E+04 0.313292E+04 0.313285E+04
 0.313251E+04 0.313135E+04 0.312964E+04 0.312682E+04 0.312492E+04 0.312660E+04
 0.314723E+04 0.314698E+04 0.314270E+04 0.313873E+04 0.313782E+04 0.313848E+04
 0.313701E+04 0.313789E+04 0.313879E+04 0.313798E+04 0.313817E+04 0.313701E+04
 0.313726E+04 0.314070E+04 0.314404E+04 0.314885E+04 0.315414E+04 0.315654E+04
 0.315685E+04 0.315554E+04 0.315426E+04 0.315470E+04 0.315557E+04 0.315689E+04
 0.315807E+04 0.315832E+04 0.315848E+04 0.315707E+04 0.315429E+04 0.315304E+04
 0.315273E+04 0.315148E+04 0.315076E+04 0.315139E+04 0.315226E+04 0.315404E+04
 0.315648E+04 0.315854E+04 0.315985E+04 0.315989E+04 0.315920E+04 0.315779E+04
 0.315685E+04 0.315701E+04 0.315639E+04 0.315626E+04 0.315729E+04 0.315804E+04
